id,title,publication_date,doi
https://openalex.org/W4381056729,Motives and Challenges for Participating in Open and Distance Learning in Higher Education in Tanzania: A Case of Rural Women,2023-06-01,https://doi.org/10.37759/ice01.2023.03
https://openalex.org/W4381283089,Open Institute of the African BioGenome Project: Bridging the gap in African biodiversity genomics and bioinformatics,2023-05-29,https://doi.org/10.31219/osf.io/adwh4
https://openalex.org/W4378611187,Eleven Strategies for Making Reproducible Research and Open Science Training the Norm at Research Institutions,2023-05-28,https://doi.org/10.31219/osf.io/kcvra
https://openalex.org/W4377205940,Biomedical supervisors’ role modeling of open science practices,2023-05-22,https://doi.org/10.7554/elife.83484
https://openalex.org/W4379391205,Analyzing Emotional Contagion in Commit Messages of Open-Source Software Repositories,2023-05-20,https://doi.org/10.5121/csit.2023.130810
https://openalex.org/W4377140238,(FULL GUIDE) A Guide for Social Science Journal Editors on Easing into Open Science,2023-05-19,https://doi.org/10.31219/osf.io/hstcx
https://openalex.org/W4376868402,Complex trade-offs: Economic openness and security in Australia,2023-05-18,https://doi.org/10.22459/npsea.2023.04
https://openalex.org/W4376618867,ACTIVE METHODOLOGIES AS INCENTIVE TO INNOVATIVE AND OPEN BEHAVIOR,2023-05-15,https://doi.org/10.22533/at.ed.3173162311056
https://openalex.org/W4379283351,Open Science – Thema auf dem G7-Treffen der Wissenschaftsministerien,2023-05-15,https://doi.org/10.59350/wybxz-jwb35
https://openalex.org/W4377825899,Semantic Knowledge Modelling via Open Linked Ontologies – Ontologies in E-Governance,2023-05-15,https://doi.org/10.3233/idt-239001
https://openalex.org/W4376610195,Temporal response of urban soil water content in relation to the rainfall and throughfall dynamics in the open and below the trees,2023-05-14,https://doi.org/10.2478/johh-2023-0007
https://openalex.org/W4376141549,Exploring Open Science Practices in Behavioural Public Policy Research,2023-05-10,https://doi.org/10.31234/osf.io/msv8y
https://openalex.org/W4372403418,UKRN Open Research Training Resources and Priorities Working Paper,2023-05-05,https://doi.org/10.31219/osf.io/s2f6k
https://openalex.org/W4368367873,Testing the Theory of Good Thinking and Deciding in Organizational Setting: Many Benefits of Leader’s Actively Open-minded Thinking,2023-05-03,https://doi.org/10.31234/osf.io/gyura
https://openalex.org/W4367844611,Regional Open Science Dialogue in Southern Africa,2023-05-02,https://doi.org/10.21428/3b2160cd.ff9b2618
https://openalex.org/W4321269797,An innovativefractal architecture model for implementing MapReduce in an open multiprocessing parallel environment,2023-05-01,https://doi.org/10.11591/ijeecs.v30.i2.pp1059-1067
https://openalex.org/W4362520944,Open science in health psychology and behavioral medicine: A statement from the Behavioral Medicine Research Council.,2023-05-01,https://doi.org/10.1037/hea0001236
https://openalex.org/W4367369037,Towards Reproducible and Respectful Autism Research: Combining Open and Participatory Autism Research Practices,2023-04-28,https://doi.org/10.31234/osf.io/zdns5
https://openalex.org/W4366768790,Recommended Practices in Latent Class Analysis using the Open-Source R-Package tidySEM,2023-04-21,https://doi.org/10.31234/osf.io/pruwd
https://openalex.org/W4366602519,Economic Efficiency of an Open-Source National Medical Lab Software in Canada,2023-04-21,https://doi.org/10.1007/s10916-023-01949-w
https://openalex.org/W4376134589,CLASSIFYING THE FINGERS TO RECOGNISE THE HAND GESTURES BY USING THE OPEN-SOURCE COMPUTER VISION,2023-04-20,https://doi.org/10.17148/ijarcce.2023.12518
https://openalex.org/W4365455420,Promoting Open-Science and Accessible Student Training: The Open-Science fabrication laboratory model,2023-04-13,https://doi.org/10.31219/osf.io/xm5jn
https://openalex.org/W4365150540,Open Data and transparency in artificial intelligence and machine learning: A new era of research,2023-04-12,https://doi.org/10.12688/f1000research.133019.1
https://openalex.org/W4364368099,Designing digital library as a facilities to support Open and Distance learning (ODL) student: a case in Universitas Terbuka Indonesia,2023-04-10,https://doi.org/10.31219/osf.io/s5t4y
https://openalex.org/W4362522694,"GenoVi, an open-source automated circular genome visualizer for bacteria and archaea",2023-04-04,https://doi.org/10.1371/journal.pcbi.1010998
https://openalex.org/W4362579893,Accelerating Social Science Knowledge Production with the Coordinated Open-Source Model,2023-04-02,https://doi.org/10.31219/osf.io/3brjv
https://openalex.org/W4362638655,The Precarious Balance Between Research Openness and Security,2023-04-01,https://doi.org/10.58875/pvvj5251
https://openalex.org/W4365456970,OVERVIEW OF THE METHODOLOGY OF UNIVERSITIES` INTERNATIONAL RANKINGS FOR MEETING THE CHALLENGES OF OPEN SCIENCE,2023-03-31,https://doi.org/10.36690/2733-2039-2023-1-13
https://openalex.org/W4362007669,Response to responsible research assessment I and II from the perspective of the DGPs working group on open science in clinical psychology,2023-03-30,https://doi.org/10.31219/osf.io/rnwsb
https://openalex.org/W4362497629,A Framework to Share Healthcare Simulations on the Web Using Free and Open Source Tools and Python,2023-03-27,https://doi.org/10.36819/sw23.030
https://openalex.org/W4361225185,"Criteria Definition for Research Ethics, Openness, and Transparency",2023-03-27,https://doi.org/10.31219/osf.io/jvuw8
https://openalex.org/W4360939367,Open Science in Applied Linguistics: An Introduction to Metascience,2023-03-24,https://doi.org/10.31219/osf.io/76dak
https://openalex.org/W4360616932,Estimating the Prevalence of Teaching Open Science,2023-03-22,https://doi.org/10.31234/osf.io/y8fzv
https://openalex.org/W4353084608,Current Status of Open Science and Statistical Analysis in The Japanese Journal of Educational Psychology: Consideration From the Severe Testing Perspective,2023-03-21,https://doi.org/10.31234/osf.io/vp5ry
https://openalex.org/W4327945516,"Statistical Misconceptions, Awareness, and Attitudes towards Open Science Practices in Slovak Psychology Researchers",2023-03-20,https://doi.org/10.31577/sp.2023.01.866
https://openalex.org/W4327861499,Territorial Patterns of Open E-Government: Evidence from Chilean Municipalities,2023-03-19,https://doi.org/10.31235/osf.io/gt8a5
https://openalex.org/W4327813969,Open-Mindedness Interventions: An Integrative Review,2023-03-17,https://doi.org/10.31234/osf.io/rg46s
https://openalex.org/W4375845306,THE FUTURE OF OPEN RAN,2023-03-15,https://doi.org/10.7708/ijtte2023.13(1).06
https://openalex.org/W4323045675,Design and development of Open-Source Spirometer for monitoring Respiratory health.,2023-03-03,https://doi.org/10.31219/osf.io/5k3ct
https://openalex.org/W4382701607,Timely Completion of Online Assignments among Health Professional Students; an Evaluation of Open Distance and eLearning Platform at a Higher Education Institution (HEI) in Uganda,2023-02-28,https://doi.org/10.58653/nche.v10i2.05
https://openalex.org/W4322631571,(Why) Are Open Research Practices the Future for the Study of Language Learning?,2023-02-27,https://doi.org/10.31219/osf.io/hpgk6
https://openalex.org/W4321749622,Neck CT angiography in acute stroke: An open window for fast detection of COVID-19 lung involvement? Applicability in telemedicine,2023-02-24,https://doi.org/10.1371/journal.pone.0281955
https://openalex.org/W4321352622,"ESG Transformation: A Roadmap for Russia’s Sustainable Development /– Tallinn : OPEN EUROPEAN ACADEMY OF PUBLIC SCIENCES OÜ, 2023.",2023-02-18,https://doi.org/10.31219/osf.io/6j8ux
https://openalex.org/W4321248243,A Review on the Use of Open Source Technologies and Soft-Ware Applied to Precision Agriculture Practices,2023-02-16,https://doi.org/10.20944/preprints202302.0281.v1
https://openalex.org/W4362508932,Enhanced Student Support System in Open and Distance Education Using Long Short Term Memory Recurrent Neural Network,2023-02-09,https://doi.org/10.46792/fuoyejet.v8i1.955
https://openalex.org/W4367018926,&lt;p&gt;Would Open Borders Lead to Reduced Global and Within-Country Inequality?&lt;/p&gt;,2023-02-09,https://doi.org/10.3390/books978-3-03921-161-6-6
https://openalex.org/W4319985141,Geo-visualization of Sarawak COVID-19 Publicly Available Data Employing Open-source Geospatial Software,2023-02-01,https://doi.org/10.13189/ujph.2023.110105
https://openalex.org/W4319041362,"Inclusive, open, and reproducible developmental science",2023-02-01,https://doi.org/10.31234/osf.io/bz72u
https://openalex.org/W4319984360,A Motion Analysis of Volleyball Open Spike: Kinematics and Performance,2023-02-01,https://doi.org/10.13189/saj.2023.110116
https://openalex.org/W4318705102,"Modernizing authorship criteria and transparency practices to facilitate honest, open, and equitable team science",2023-01-30,https://doi.org/10.31234/osf.io/s6h58
https://openalex.org/W4318038356,"Modeling social resilience: Questions, answers, open problems",2023-01-25,https://doi.org/10.31235/osf.io/jvxdm
https://openalex.org/W4317815064,"Validation of an Open Source, Remote Web-based Eye-tracking Method (WebGazer) for Research in Early Childhood",2023-01-23,https://doi.org/10.31234/osf.io/7924h
https://openalex.org/W4317695573,Open Discourse: Towards the first fully Comprehensive and Annotated Corpus of the Parliamentary Protocols of the German Bundestag,2023-01-21,https://doi.org/10.31235/osf.io/dx87u
https://openalex.org/W4383647027,"Linking Personal Resilience, Openness to Change and Readiness to Change with Emotional Distress",2023-01-20,https://doi.org/10.56976/jsom.v1i2.3
https://openalex.org/W4315644865,EZ-InSAR: An Easy-to-use Open-source Toolbox for Mapping Ground Surface Deformation using Satellite Interferometric Synthetic Aperture Radar,2023-01-13,https://doi.org/10.31223/x5ts96
https://openalex.org/W4315498453,The potential of inclusive and collaborative Open Research processes at the science-policy interface,2023-01-11,https://doi.org/10.31235/osf.io/qzmf6
https://openalex.org/W4206005086,Comparison of an open view autorefractor with an open view aberrometer in determining peripheral refraction in children,2023-01-01,https://doi.org/10.1016/j.optom.2021.12.002
https://openalex.org/W4380536770,"Personality traits, individual resilience, openness to experience and young digital entrepreneurship intention",2023-01-01,https://doi.org/10.5267/j.ijdns.2023.5.005
https://openalex.org/W4367720823,IMPLEMENTATION OF THE DIGITAL OPEN SOURCES IN THE CRIMINAL INVESTIGATION PROCESSES,2023-01-01,https://doi.org/10.32782/2524-0374/2023-3/131
https://openalex.org/W4383959764,On Implementing Open World Semantic Differencing for Class Diagrams.,2023-01-01,https://doi.org/10.5381/jot.2023.22.2.a11
https://openalex.org/W4361975101,What are the Realistic Capabilities of the Berlin Process and the Open Balkans Initiative?,2023-01-01,https://doi.org/10.18485/iipe_ria.2023.74.1187.3
https://openalex.org/W4323780728,OPEN BALKAN INITIATIVE: A CONTESTED ISSUE IN THE EU MEMBERSHIP PERSPECTIVE,2023-01-01,https://doi.org/10.47305/jlia2391318t
https://openalex.org/W4386108354,OPEN DIRECTIONS IN QUANTUM SOFTWARE STACK: FROM NISQ to QUANTUM UTILITY,2023-01-01,https://doi.org/10.30970/eli.21.9
https://openalex.org/W4313579794,An Open-Source Intelligence-Driven Analysis of International Students’ Blended Learning in China,2023-01-01,https://doi.org/10.4236/chnstd.2023.121001
https://openalex.org/W4385339352,Free and Open-Source Teaching: Understanding Exergy Using Thermal Engineering Systems in Python (TESPy),2023-01-01,https://doi.org/10.52202/069564-0019
https://openalex.org/W4367154902,A case study on the commingling of tailings and waste rock at a Brownfields open cast mine in Ghana,2023-01-01,https://doi.org/10.36487/acg_repo/2355_55
https://openalex.org/W4379659931,Free and Open Sources (E-Dissertations) Utility Behavior in Intellectual Community of Madhya Pradesh: A Study,2023-01-01,https://doi.org/10.6025/ijis/2023/15/1/1-13
https://openalex.org/W4313986075,‘Science working as it should’: Autism blood signature study earns open post-publication review,2023-01-01,https://doi.org/10.53053/phme4244
https://openalex.org/W4362647889,Electronic Educational Resources and Open Electronic Educational Resources as ICT Tools in Distance Learning Implementation in Higher Educational Establishments,2023-01-01,https://doi.org/10.32782/2307-9770.2023.11.01.05
https://openalex.org/W4312070094,‘Conditional Acceptance’ (additional experiments required): A scoping review of recent evidence on key aspects of Open Peer Review,2022-12-21,https://doi.org/10.31222/osf.io/r6t8p
https://openalex.org/W4312101563,Reputation without practice? A dynamic computational model of the unintended consequences of open scientist reputations,2022-12-21,https://doi.org/10.31222/osf.io/agvnx
https://openalex.org/W4311948557,Knowledge and practices of open science among scholars and researchers in Tanzania,2022-12-19,https://doi.org/10.31730/osf.io/vs3j5
https://openalex.org/W4311833208,Open Science Perspectives on Machine Learning for the Identification of Careless Responding: A New Hope or Phantom Menace?,2022-12-17,https://doi.org/10.31234/osf.io/8t2cy
https://openalex.org/W4309217066,"A tradition of open, academy-owned, and non-profit research infrastructure in Latin America",2022-12-16,https://doi.org/10.3233/isu-220177
https://openalex.org/W4297856919,Supporting Open Science with frictionless publication workflows: The Tree of Life project at Wellcome Open Research,2022-12-16,https://doi.org/10.3233/isu-220167
https://openalex.org/W4297857831,Coopetition as a driver of success for community initiatives in open research,2022-12-16,https://doi.org/10.3233/isu-220168
https://openalex.org/W4309236687,Reducing Barriers to Open Science by Standardizing Practices and Realigning Incentives,2022-12-12,https://doi.org/10.38126/jspg210201
https://openalex.org/W4309236704,Open Science for Ukraine: the Case for International Cooperation,2022-12-12,https://doi.org/10.38126/jspg210205
https://openalex.org/W4309236698,Toppling the Ivory Tower: Increasing Public Participation in Research Through Open and Citizen Science,2022-12-12,https://doi.org/10.38126/jspg210203
https://openalex.org/W4312018292,Keeping the front door open: ensuring access to primary care for all in Canada,2022-12-11,https://doi.org/10.1503/cmaj.221563
https://openalex.org/W4311197619,Disabled and Romani passengers face similar levels discrimination but different levels of open hostility in the sharing economy,2022-12-02,https://doi.org/10.31234/osf.io/xvu8s
https://openalex.org/W4302774645,Robot telepresence as a practical tool for responsible and open research in trustworthy autonomous systems,2022-12-01,https://doi.org/10.1016/j.jrt.2022.100050
https://openalex.org/W4310241119,Perception of Open Science in the Scientific Community of the Republic of Moldova,2022-11-29,https://doi.org/10.18662/po/13.4/519
https://openalex.org/W4310195616,The role of openness and cultural intelligence in students' intention to study abroad,2022-11-29,https://doi.org/10.1108/jarhe-06-2022-0201
https://openalex.org/W4310264368,Accelerating the Open Research agenda to solve global challenges,2022-11-27,https://doi.org/10.31219/osf.io/njq4z
https://openalex.org/W4309620793,Open-Source 3D Printing: Reproducing Machines and Social Relations,2022-11-22,https://doi.org/10.7551/mitpress/13466.003.0007
https://openalex.org/W4309545593,How to move open science from the periphery to the centre,2022-11-20,https://doi.org/10.31219/osf.io/su3ch
https://openalex.org/W4309422477,Three Myths about Open Science That Just Won’t Die,2022-11-18,https://doi.org/10.31234/osf.io/w8xs2
https://openalex.org/W4309642609,"Open data application to evaluate exposure of wildfire to water resources: A case study in Johor, Malaysia",2022-11-16,https://doi.org/10.2478/johh-2022-0029
https://openalex.org/W4308579695,mSupply Foundation Ethical leaders in open-source healthcare solutions,2022-11-08,https://doi.org/10.26904/rf-144-3485727984
https://openalex.org/W4308449924,Open science and Big Data in South Africa,2022-11-07,https://doi.org/10.3389/frma.2022.982435
https://openalex.org/W4313208877,Evaluation of Open-Source Tools for Big Data Processing,2022-11-04,https://doi.org/10.4314/dujopas.v8i3b.10
https://openalex.org/W4295290221,Open and reproducible neuroimaging: From study inception to publication,2022-11-01,https://doi.org/10.1016/j.neuroimage.2022.119623
https://openalex.org/W4307683448,Opening up Understanding of Neurodiversity: A Call for Applying Participatory and Open Scholarship Practices,2022-10-28,https://doi.org/10.31222/osf.io/jq23s
https://openalex.org/W4307373792,Open research case study - Chemistry,2022-10-24,https://doi.org/10.31219/osf.io/w32dh
https://openalex.org/W4307373774,Open research case study - Psychology,2022-10-24,https://doi.org/10.31219/osf.io/jrkz9
https://openalex.org/W4307257946,Open research case study - Economics,2022-10-24,https://doi.org/10.31219/osf.io/ymdqb
https://openalex.org/W4307374889,Open research case study - Art and Design,2022-10-24,https://doi.org/10.31219/osf.io/w95ng
https://openalex.org/W4307257953,Open research case study - Sociology and Anthropology,2022-10-24,https://doi.org/10.31219/osf.io/w8uy7
https://openalex.org/W4307257945,Open research case study - Biological Sciences,2022-10-24,https://doi.org/10.31219/osf.io/wtda2
https://openalex.org/W4307257955,Open research case study - Cultural and Media Studies,2022-10-24,https://doi.org/10.31219/osf.io/wm9kc
https://openalex.org/W4307257956,Open research case study - Hospitality and Tourism,2022-10-24,https://doi.org/10.31219/osf.io/3tfkz
https://openalex.org/W4307371820,Open research case study - Mathematics and Statistics,2022-10-24,https://doi.org/10.31219/osf.io/3uqwh
https://openalex.org/W4307257966,Open research case study - Civil Engineering (Engineering),2022-10-24,https://doi.org/10.31219/osf.io/djcru
https://openalex.org/W4307374081,Open research case study - Classics (Archaeology and Classics),2022-10-24,https://doi.org/10.31219/osf.io/7zbvd
https://openalex.org/W4307372244,"Open research case study - Political Science, Politics and International Studies",2022-10-24,https://doi.org/10.31219/osf.io/6h5rg
https://openalex.org/W4307257939,"Open research case study - Literature (Modern Language, Literature and Linguistics)",2022-10-24,https://doi.org/10.31219/osf.io/zghv9
https://openalex.org/W4307257968,"Open research case study - Music, Drama and Performing Arts, Film and Screen Studies",2022-10-24,https://doi.org/10.31219/osf.io/4y9rb
https://openalex.org/W4307047705,Open data and algorithms for open science in AI-driven molecular informatics,2022-10-21,https://doi.org/10.26434/chemrxiv-2022-dgcm6
https://openalex.org/W4306925053,"Hacking Limnology Workshop and <scp>DSOS22</scp>: Creating a Community of Practice for the Nexus of Data Science, Open Science, and the Aquatic Sciences",2022-10-20,https://doi.org/10.1002/lob.10525
https://openalex.org/W4303187472,CEOs’ Online Personality and Their Company’s Business Strategy: Openness to Experience Predicts Diversifying Merger and Acquisition Decisions,2022-10-05,https://doi.org/10.31234/osf.io/tve8k
https://openalex.org/W4304190303,An Extended Security Measurement Framework for Open-Source Enterprise Resource Planning Software Security,2022-09-30,https://doi.org/10.5121/ijnsa.2022.14505
https://openalex.org/W4297260346,Professors want to share: preliminary survey results on establishing open-source-endowed professorships,2022-09-21,https://doi.org/10.1007/s43545-022-00524-3
https://openalex.org/W4296182838,Rethinking Transparency and Rigor from a Qualitative Open Science Perspective,2022-09-16,https://doi.org/10.31234/osf.io/bpu5f
https://openalex.org/W4296182691,Open design and validation of a reproducible videogame controller for MRI and MEG,2022-09-16,https://doi.org/10.31234/osf.io/m2x6y
https://openalex.org/W4296546806,BOSC 2022: the first hybrid and 23rd annual Bioinformatics Open Source Conference,2022-09-12,https://doi.org/10.12688/f1000research.125043.1
https://openalex.org/W4295865733,"N-of-1 Trials, Their Reporting Guidelines, and the Advancement of Open Science Principles",2022-09-08,https://doi.org/10.1162/99608f92.a65a257a
https://openalex.org/W4294832991,An Open Digital Platform to Support Interdisciplinary Energy Research and Practice—Conceptualization,2022-09-02,https://doi.org/10.3390/en15176417
https://openalex.org/W4303191041,Open and collaborative tools for disaster management and risk reduction,2022-09-01,https://doi.org/10.36335/vnjhm.2022(12).33-38
https://openalex.org/W4296251674,Let's Open the Door beyond Limits with Hope,2022-09-01,https://doi.org/10.53829/ntr202209tp1
https://openalex.org/W4292377240,What is Open-Source Intelligence and How it Can Prevent Frauds,2022-08-31,https://doi.org/10.22214/ijraset.2022.46268
https://openalex.org/W4293757452,Examining Student Support in Implementing Open Distance Learning during COVID-19,2022-08-31,https://doi.org/10.30958/ajte.9-3-2
https://openalex.org/W4294326211,ScreenLife Capture: An open-source and user-friendly framework for collecting screenome data from Android smartphones,2022-08-31,https://doi.org/10.31234/osf.io/sphq4
https://openalex.org/W4293388357,Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,2022-08-28,https://doi.org/10.31235/osf.io/n9cev
https://openalex.org/W4292939101,Exploring effective support methods for developmental English students at an open-enrollment private university,2022-08-24,https://doi.org/10.17760/d20439265
https://openalex.org/W4296383018,Postdeployment Respiratory Health: The Roles of the Airborne Hazards and Open Burn Pit Registry and the Post-Deployment Cardiopulmonary Evaluation Network,2022-08-20,https://doi.org/10.12788/fp.0307
https://openalex.org/W4292263347,"Open scholarship in applied linguistics: What, why, and how",2022-08-17,https://doi.org/10.31219/osf.io/ypu8m
https://openalex.org/W4293373598,The Effectiveness of Lecturer-made Videos on YouTube for Open and Distance Learning among University Students,2022-08-17,https://doi.org/10.6007/ijarbss/v12-i8/14408
https://openalex.org/W4290830403,Promoting trust in research and researchers: How open science and research integrity are intertwined,2022-08-12,https://doi.org/10.31222/osf.io/ngt3p
https://openalex.org/W4292400175,Facial Recognition Attendance Scheme on CCTV Cameras Using Open Computer Vision and Deep Learning: A Case Study of International University of East Africa (IUEA),2022-08-09,https://doi.org/10.52589/ajste-hyvtcz9e
https://openalex.org/W4302571847,An Open-Source Tesseract Based Optical Character Recognizer for Bengali Language,2022-08-08,https://doi.org/10.31219/osf.io/b8h7q
https://openalex.org/W4288825969,Open data on Covid-19 in the Spanish autonomous communities: reutilization in spatial epidemiology studies,2022-07-30,https://doi.org/10.3145/epi.2022.jul.10
https://openalex.org/W3202955757,Promoting Open Science Through Research Data Management,2022-07-28,https://doi.org/10.1162/99608f92.9497f68e
https://openalex.org/W4296721856,Digital Transformational Leadership in Open Distance Learning: Understanding Progressive Transparency,2022-07-23,https://doi.org/10.25159/unisarxiv/000045.v1
https://openalex.org/W4286462329,Open-mindedness predicts support for public health measures and disbelief in conspiracy theories during the COVID-19 pandemic,2022-07-22,https://doi.org/10.31234/osf.io/2ujra
https://openalex.org/W4285389780,Open Science for Computer Simulation,2022-07-14,https://doi.org/10.31219/osf.io/zpxtm
https://openalex.org/W4285093029,Reducing barriers to open science by standardizing practices and realigning incentives,2022-07-12,https://doi.org/10.31219/osf.io/hmgnq
https://openalex.org/W4283836446,Lessons Learned: A Neuroimaging Research Center’s Transition to Open and Reproducible Science,2022-07-06,https://doi.org/10.31219/osf.io/fe74t
https://openalex.org/W4287846656,It’s All a Game: Strategies and Scenarios in Open Sharing Spectrum,2022-06-22,https://doi.org/10.5171/2022.629286
https://openalex.org/W4283157114,"Bridging Neurodiversity and Open Scholarship: How Shared Values Can Guide Best Practices for Research Integrity, Social Justice, and Principled Education",2022-06-20,https://doi.org/10.31222/osf.io/k7a9p
https://openalex.org/W4282824442,The Open Versus Closed Mind in Management: an Exploration.,2022-06-13,https://doi.org/10.31390/gradschool_disstheses.2598
https://openalex.org/W4282563886,Professed Democracy Support and Openness to Politically Congenial Authoritarian Actions within the American Public,2022-06-11,https://doi.org/10.31234/osf.io/hu9qc
https://openalex.org/W4281682270,COVID-Forecast-Graph: An Open Knowledge Graph for Consolidating COVID-19 Forecasts and Economic Indicators via Place and Time,2022-06-10,https://doi.org/10.5194/agile-giss-3-21-2022
https://openalex.org/W4281890057,Development of a Concept Inventory on Open and Transparent Research Practices,2022-06-10,https://doi.org/10.31234/osf.io/vw3z8
https://openalex.org/W4281940174,Development of the Brief Open Research Survey (BORS) to measure awareness and uptake of Open Research practices,2022-06-08,https://doi.org/10.31222/osf.io/w48yh
https://openalex.org/W4281886503,Ten strategies to foster open science in psychology and beyond,2022-06-03,https://doi.org/10.31234/osf.io/c38a2
https://openalex.org/W4221055916,Code exposed: Review of five open-source frameworks for modeling renewable energy systems,2022-06-01,https://doi.org/10.1016/j.rser.2022.112272
https://openalex.org/W4221035476,Comparing open source power system models - A case study focusing on fundamental modeling parameters for the German energy transition,2022-06-01,https://doi.org/10.1016/j.rser.2022.112331
https://openalex.org/W4296720984,E-Tutors’ Practices in Facilitating a Signature Module in Open and Distance Learning at the University of South Africa,2022-05-31,https://doi.org/10.25159/unisarxiv/000060.v1
https://openalex.org/W4281658583,The LOTUS initiative for open knowledge management in natural products research,2022-05-26,https://doi.org/10.7554/elife.70780
https://openalex.org/W4281658938,Open knowledge management in university education in the context of digital transformation,2022-05-25,https://doi.org/10.53730/ijhs.v6ns4.7880
https://openalex.org/W4280516957,Open Science in Developmental Science,2022-05-20,https://doi.org/10.31234/osf.io/uqjf9
https://openalex.org/W4281482695,Comparative study of open thoracotomy and thoracoscopy on the efficacy of treatment and complications of patients with stage ΙΙ thoracic empyema,2022-05-15,https://doi.org/10.25083/2559.5555/7.1.4
https://openalex.org/W4280515427,"Open Science, Closed Doors",2022-05-12,https://doi.org/10.31234/osf.io/sv8qh
https://openalex.org/W4280524126,Open Building and User Agency,2022-05-10,https://doi.org/10.4324/9781003245216-16
https://openalex.org/W4280526204,A critique of: Skepticism About Recent Evidence that Psilocybin Opens Depressed Minds,2022-05-10,https://doi.org/10.31234/osf.io/pdbf5
https://openalex.org/W4229452124,Open and reproducible practices in developmental psychology research: The workflow of the WomCogDev lab as an example,2022-05-09,https://doi.org/10.31234/osf.io/73bwu
https://openalex.org/W4229040144,Mediating effect of pubertal stages on the family environment and neurodevelopment: An open-data replication and multiverse analysis of an ABCD Study®,2022-05-07,https://doi.org/10.31234/osf.io/5k263
https://openalex.org/W4281295478,"Protecting, Transforming, and Projecting the Single Market. Open Strategic Autonomy and Digital Sovereignty in the EU’s Trade and Digital Policies",2022-05-03,https://doi.org/10.31235/osf.io/wjb64
https://openalex.org/W4212847668,Evaluating the usability of open source frameworks in energy system modelling,2022-05-01,https://doi.org/10.1016/j.rser.2022.112174
