id,title,publication_date,doi
https://openalex.org/W4318705102,"Modernizing authorship criteria and transparency practices to facilitate honest, open, and equitable team science",2023-01-30,https://doi.org/10.31234/osf.io/s6h58
https://openalex.org/W4315498453,The potential of inclusive and collaborative Open Research processes at the science-policy interface,2023-01-11,https://doi.org/10.31235/osf.io/qzmf6
https://openalex.org/W4312070094,‘Conditional Acceptance’ (additional experiments required): A scoping review of recent evidence on key aspects of Open Peer Review,2022-12-21,https://doi.org/10.31222/osf.io/r6t8p
https://openalex.org/W4311948557,Knowledge and practices of open science among scholars and researchers in Tanzania,2022-12-19,https://doi.org/10.31730/osf.io/vs3j5
https://openalex.org/W4297856919,Supporting Open Science with frictionless publication workflows: The Tree of Life project at Wellcome Open Research,2022-12-16,https://doi.org/10.3233/isu-220167
https://openalex.org/W4309236687,Reducing Barriers to Open Science by Standardizing Practices and Realigning Incentives,2022-12-12,https://doi.org/10.38126/jspg210201
https://openalex.org/W4309236698,Toppling the Ivory Tower: Increasing Public Participation in Research Through Open and Citizen Science,2022-12-12,https://doi.org/10.38126/jspg210203
https://openalex.org/W4310264368,Accelerating the Open Research agenda to solve global challenges,2022-11-27,https://doi.org/10.31219/osf.io/njq4z
https://openalex.org/W4309545593,How to move open science from the periphery to the centre,2022-11-20,https://doi.org/10.31219/osf.io/su3ch
https://openalex.org/W4309422477,Three Myths about Open Science That Just Won’t Die,2022-11-18,https://doi.org/10.31234/osf.io/w8xs2
https://openalex.org/W4295290221,Open and reproducible neuroimaging: From study inception to publication,2022-11-01,https://doi.org/10.1016/j.neuroimage.2022.119623
https://openalex.org/W4307683448,Opening up Understanding of Neurodiversity: A Call for Applying Participatory and Open Scholarship Practices,2022-10-28,https://doi.org/10.31222/osf.io/jq23s
https://openalex.org/W4307257945,Open research case study - Biological Sciences,2022-10-24,https://doi.org/10.31219/osf.io/wtda2
https://openalex.org/W4307371820,Open research case study - Mathematics and Statistics,2022-10-24,https://doi.org/10.31219/osf.io/3uqwh
https://openalex.org/W4294832991,An Open Digital Platform to Support Interdisciplinary Energy Research and Practice—Conceptualization,2022-09-02,https://doi.org/10.3390/en15176417
https://openalex.org/W4293388357,Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,2022-08-28,https://doi.org/10.31235/osf.io/n9cev
https://openalex.org/W3202955757,Promoting Open Science Through Research Data Management,2022-07-28,https://doi.org/10.1162/99608f92.9497f68e
https://openalex.org/W4285093029,Reducing barriers to open science by standardizing practices and realigning incentives,2022-07-12,https://doi.org/10.31219/osf.io/hmgnq
https://openalex.org/W4283836446,Lessons Learned: A Neuroimaging Research Center’s Transition to Open and Reproducible Science,2022-07-06,https://doi.org/10.31219/osf.io/fe74t
https://openalex.org/W4281886503,Ten strategies to foster open science in psychology and beyond,2022-06-03,https://doi.org/10.31234/osf.io/c38a2
https://openalex.org/W4280516957,Open Science in Developmental Science,2022-05-20,https://doi.org/10.31234/osf.io/uqjf9
https://openalex.org/W4229452124,Open and reproducible practices in developmental psychology research: The workflow of the WomCogDev lab as an example,2022-05-09,https://doi.org/10.31234/osf.io/73bwu
https://openalex.org/W4223956046,Open and reproducible neuroimaging: from study inception to publication,2022-04-13,https://doi.org/10.31219/osf.io/pu5vb
https://openalex.org/W4221054929,Open and reproducible science practices in psychoneuroendocrinology: opportunities to foster scientific progress,2022-03-30,https://doi.org/10.31234/osf.io/d2zvc
https://openalex.org/W4220803999,Adapting Open Science and Pre-registration to Longitudinal Research,2022-03-14,https://doi.org/10.31234/osf.io/gtsvw
https://openalex.org/W3196891442,Opening doors to discovery: Partnerships are key to advancing open science,2021-12-27,https://doi.org/10.3233/isu-210105
https://openalex.org/W4226452184,The value of open-source clinical science in pandemic response: lessons from ISARIC,2021-12-01,https://doi.org/10.1016/s1473-3099(21)00565-x
https://openalex.org/W3183010973,Context dependent trade-offs around platform-to-platform openness: The case of the Internet of Things,2021-12-01,https://doi.org/10.1016/j.technovation.2021.102331
https://openalex.org/W4210813385,Accelerating your research career with open science,2021-08-30,https://doi.org/10.31234/osf.io/v743r
https://openalex.org/W3149518315,"As an open scientist, you're good-to-get what you need",2021-03-09,https://doi.org/10.21428/8bbb7f85.f86c9be8
https://openalex.org/W3151396154,Performing Open Science Culture,2021-03-03,https://doi.org/10.21428/8bbb7f85.563ab058
https://openalex.org/W2961693277,"Digital platform openness: Drivers, dimensions and outcomes",2021-01-01,https://doi.org/10.1016/j.jbusres.2019.07.001
https://openalex.org/W4255231711,No Better Time to Practice Open Science Than Now,2020-06-17,https://doi.org/10.31730/osf.io/srwx3
https://openalex.org/W4230942188,Open Scholarship as a mechanism for the United Nations Sustainable Development Goals,2020-03-24,https://doi.org/10.31235/osf.io/8yk62
https://openalex.org/W3004537452,Science through Wikipedia: A novel representation of open knowledge through co-citation networks,2020-02-10,https://doi.org/10.1371/journal.pone.0228713
https://openalex.org/W2990273399,Open science from the standpoint of the new wave of researchers: Views from the scholarly frontline1,2020-02-06,https://doi.org/10.3233/isu-190069
https://openalex.org/W4236358195,"Conducting a Meta-Analysis in the Age of Open Science: Tools, Tips, and Practical Recommendations",2020-01-07,https://doi.org/10.31234/osf.io/t5dwg
https://openalex.org/W2994890174,"Open Science, Open Data, and Open Scholarship: European Policies to Make Science Fit for the Twenty-First Century",2019-12-10,https://doi.org/10.3389/fdata.2019.00043
https://openalex.org/W2930050672,Open creative workspaces impacts for new product development team creativity and effectiveness,2019-11-11,https://doi.org/10.1108/jcre-10-2017-0039
https://openalex.org/W2973787848,"The limits to openness: Co-working, design and social innovation in the neoliberal city",2019-09-17,https://doi.org/10.1177/0308518x19876941
https://openalex.org/W2972809368,Ten simple rules for helping newcomers become contributors to open projects,2019-09-12,https://doi.org/10.1371/journal.pcbi.1007296
https://openalex.org/W2915114334,Abandoning innovation activities and performance: The moderating role of openness,2019-07-01,https://doi.org/10.1016/j.respol.2019.02.005
https://openalex.org/W2900812275,The faster the better? Innovation speed and user interest in open source software,2019-07-01,https://doi.org/10.1016/j.im.2018.11.002
https://openalex.org/W2942080774,"Privacy, Anonymity, and Perceived Risk in Open Collaboration",2019-05-02,https://doi.org/10.1145/3290605.3300901
https://openalex.org/W2943216811,"Open science challenges, benefits and tips in early career and beyond",2019-05-01,https://doi.org/10.1371/journal.pbio.3000246
https://openalex.org/W2921931467,Measuring and analyzing code authorship in 1 + 118 open source projects,2019-05-01,https://doi.org/10.1016/j.scico.2019.03.001
https://openalex.org/W2936376640,Open and Reproducible Research on Open Science Framework,2019-04-12,https://doi.org/10.1002/cpet.32
https://openalex.org/W2944636101,Community radio stations sustainability model: An open-source solution,2019-04-01,https://doi.org/10.1386/rjao.17.1.29_1
https://openalex.org/W2925604049,Prototyping open digital tools for urban commoning,2019-03-25,https://doi.org/10.1080/15710882.2019.1580297
https://openalex.org/W2924635422,"Open Source, Collaboration, and Access: A Critical Analysis of “Openness” in the Design Field",2019-03-01,https://doi.org/10.1162/desi_a_00532
