id,title,publication_date,doi
https://openalex.org/W4392204046,Should the Title of Talents Be Necessary? A Study on the “Open Bidding for Selecting the Best Candidates” Mechanism,2024-02-01,https://doi.org/10.26599/ijcs.2023.9100032
https://openalex.org/W4392392350,Innovative approaches to high school physics competitions: Harnessing the power of AI and open science,2024-02-01,https://doi.org/10.1088/1742-6596/2715/1/012011
https://openalex.org/W4391451584,Keeping your best options open with AI-based treatment planning in prostate and cervix brachytherapy,2024-02-01,https://doi.org/10.1016/j.brachy.2023.10.005
https://openalex.org/W4391383102,Making Open Resources Discoverable: Collaborative Approaches for Enhanced Access,2024-01-31,https://doi.org/10.23974/ijol.2024.vol8.4.350
https://openalex.org/W4388636115,Sudan's health sector partnership: from confined progression to openness and hope to uncertain demise,2024-01-31,https://doi.org/10.1111/dpr.12757
https://openalex.org/W4391360401,Motivation for Joining the Open and Distance Learning Mode Program: Student’s Perspectives,2024-01-30,https://doi.org/10.3126/ocemjmtss.v3i1.62235
https://openalex.org/W4391319695,Unlocking archaeological data online via the PEPAdb (Prehistoric Europe's Personal Adornment Database) initiative for Open Science,2024-01-29,https://doi.org/10.15184/aqy.2024.2
https://openalex.org/W4391224211,Open Source Software in Healthcare: International Case Series from the IMIA Open Source Working Group,2024-01-25,https://doi.org/10.3233/shti231168
https://openalex.org/W4391224009,Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research,2024-01-25,https://doi.org/10.3233/shti231108
https://openalex.org/W4391175780,Image searching in an open photograph archive: search tactics and faced barriers in historical research,2024-01-24,https://doi.org/10.1007/s00799-023-00390-1
https://openalex.org/W4391169739,An Open-Source Web Platform for 3D Documentation and Storytelling of Hidden Cultural Heritage,2024-01-23,https://doi.org/10.3390/heritage7020025
https://openalex.org/W4391592453,Integrative open workflow for confident annotation and molecular networking of metabolomics MSE/DIA data,2024-01-22,https://doi.org/10.1093/bib/bbae013
https://openalex.org/W4391024810,Open Source Prover in the Attic,2024-01-22,https://doi.org/10.4204/eptcs.398.9
https://openalex.org/W4391117434,"Financial Openness, Bank Systematic Risk, and Macroprudential Supervision",2024-01-22,https://doi.org/10.1155/2024/1798385
https://openalex.org/W4391077325,Search for the production of dark fermion candidates in association with heavy neutral gauge boson decaying to dimuon in proton-proton collisions at √s=8 TeV using the CMS open data,2024-01-22,https://doi.org/10.1088/1674-1137/ad20d5
https://openalex.org/W4391053064,Open Fundus Photograph Dataset with Pathologic Myopia Recognition and Anatomical Structure Annotation,2024-01-20,https://doi.org/10.1038/s41597-024-02911-2
https://openalex.org/W4391052448,Embodied mental rotation ability in open- and closed-skill sports: pilot study with a new virtual paradigm,2024-01-20,https://doi.org/10.1007/s00221-023-06753-z
https://openalex.org/W4391026758,Open science: Considerations and issues for <scp>TESOL</scp> research,2024-01-19,https://doi.org/10.1002/tesq.3304
https://openalex.org/W4391026505,Bloom’s IoT Taxonomy towards an effective Industry 4.0 education: Case study on Open-source IoT laboratory,2024-01-19,https://doi.org/10.1007/s10639-024-12468-7
https://openalex.org/W4390974516,Introducing Open Science in Teaching Health Economic Modelling,2024-01-18,https://doi.org/10.1007/s41669-023-00469-0
https://openalex.org/W4383498802,Welcoming More Participation in Open Data Science for the Oceans,2024-01-17,https://doi.org/10.1146/annurev-marine-041723-094741
https://openalex.org/W4394953048,A Qualitative Study of the Dropout Risk Factors in Open and Distance Learning (ODL),2024-01-17,https://doi.org/10.21834/e-bpj.v9isi18.5465
https://openalex.org/W4390909503,Turning the page on 2024 – embracing Open Science,2024-01-16,https://doi.org/10.2340/1651-226x.2024.25815
https://openalex.org/W4390882057,"Determination of some heavy metals and physicochemical properties in contaminated soils of open waste dumpsite in Awka, Anambra State",2024-01-15,https://doi.org/10.25082/he.2023.01.005
https://openalex.org/W4390815016,Formal Assessment of Agreement and Similarity between an Open-Source and a Reference Industrial Device with an Application to a Low-Cost pH Logger,2024-01-12,https://doi.org/10.3390/s24020490
https://openalex.org/W4390698737,"Aesthetic sensitivity: relationship with openness to experience and agreeableness, health-related quality of life and adaptive coping strategies in people with high sensory processing sensitivity",2024-01-10,https://doi.org/10.3389/fpsyg.2023.1276124
https://openalex.org/W4390695021,Commentaries on experimenting with openness and engagement,2024-01-09,https://doi.org/10.7765/9781526165770.00027
https://openalex.org/W4390638615,Role of foreign direct Investment and political openness in boosting the eco-tourism sector for achieving sustainability,2024-01-06,https://doi.org/10.1057/s41599-023-02592-z
https://openalex.org/W4390636406,"Articles, software, data: An Open Science ethological study",2024-01-05,https://doi.org/10.5206/mt.v3i4.17132
https://openalex.org/W4388558170,Generative Language Models and Open Notes: Exploring the Promise and Limitations,2024-01-04,https://doi.org/10.2196/51183
https://openalex.org/W4390589509,Strong decays of $$T^a_{c{\bar{s}0}}(2900)^{++/0}$$ as a fully open-flavor tetraquark state,2024-01-04,https://doi.org/10.1140/epjc/s10052-023-12355-4
https://openalex.org/W4392305048,A framework for understanding an open scientific community using automated harvesting of public artifacts,2024-01-04,https://doi.org/10.1093/jamiaopen/ooae017
https://openalex.org/W4390587435,Enhancing Transparency in Defining Studied Drugs: The Open-Source Living DiAna Dictionary for Standardizing Drug Names in the FAERS,2024-01-04,https://doi.org/10.1007/s40264-023-01391-4
https://openalex.org/W4390579836,"Methodological approach for mapping the flood physical vulnerability index with geographical open-source data: an example in a small-middle city (Ponferrada, Spain)",2024-01-04,https://doi.org/10.1007/s11069-023-06370-7
https://openalex.org/W4390578017,Robot-Assisted Pelvic Dissection for Enlarged Lymph Nodes in Melanoma Improves Recovery with Equivalent Oncological Outcomes to Open Pelvic Dissection,2024-01-04,https://doi.org/10.1245/s10434-023-14834-0
https://openalex.org/W4391826351,Open science and metascience in developmental psychology: Introduction to the special issue,2024-01-01,https://doi.org/10.1002/icd.2495
https://openalex.org/W4390955751,Cardiology researchers’ practices and perceived barriers to open science: an international survey,2024-01-01,https://doi.org/10.1136/openhrt-2023-002433
https://openalex.org/W4390604801,Known Vulnerabilities of Open Source Projects: Where Are the Fixes?,2024-01-01,https://doi.org/10.1109/msec.2023.3343836
https://openalex.org/W4390535824,Translation of non-canonical open reading frames as a cancer cell survival mechanism in childhood medulloblastoma,2024-01-01,https://doi.org/10.1016/j.molcel.2023.12.003
https://openalex.org/W4391247878,Pursuing Openness in the Digital Age: Insights from Client–Contractor Knowledge Collaboration at the Project Front End,2024-01-01,https://doi.org/10.1016/j.ijproman.2024.102564
https://openalex.org/W4391775770,Voicing Plurality in an Open World,2024-01-01,https://doi.org/10.29091/9783752002324
https://openalex.org/W4390811609,To Open or Not to Open: Developing a COVID-19 Model Specific to Small Residential Campuses,2024-01-01,https://doi.org/10.5642/codee.uylj9686
https://openalex.org/W4394869083,A creative industries perspective on open strategy drivers,2024-01-01,https://doi.org/10.15611/aoe.2024.1.09
https://openalex.org/W4392913477,Open Bibliographical Data Workflows and the Multilinguality Challenge,2024-01-01,https://doi.org/10.5334/johd.190
https://openalex.org/W4390974791,Toward an open‐source 3D‐printable laboratory,2024-01-01,https://doi.org/10.1002/aps3.11562
https://openalex.org/W4387343725,Outcomes of laparoscopic and open ventriculoperitoneal shunt placement,2024-01-01,https://doi.org/10.1016/j.amjsurg.2023.10.001
https://openalex.org/W4392172515,Ethical Considerations for Open-Source Investigations into International Crimes,2024-01-01,https://doi.org/10.1017/aju.2024.2
https://openalex.org/W4390694420,Comparison of open-source software for producing directed acyclic graphs,2024-01-01,https://doi.org/10.1515/jci-2023-0031
https://openalex.org/W4390788391,Model of open information education of university students in the field of physical education,2024-01-01,https://doi.org/10.1063/5.0182239
https://openalex.org/W4379623250,"Sharing Is Caring: Hurdles and Prospects of Open, Crowd-Sourced Cyber Threat Intelligence",2024-01-01,https://doi.org/10.1109/tem.2023.3279274
https://openalex.org/W4391660152,"Benefits, Challenges, and Implications of Open-Source Software for Health-Tech Startups: An Empirical Study",2024-01-01,https://doi.org/10.1007/978-3-031-53227-6_19
https://openalex.org/W4390501189,Enhancing Archaeological Heritage Management: The PERAIA Project’s Open Data Database and Web Application,2024-01-01,https://doi.org/10.5334/johd.158
https://openalex.org/W4392642843,Optimizing the Energy Efficiency Using Quantum Based Load Balancing in Open Radio Access Networks,2024-01-01,https://doi.org/10.1109/access.2024.3375530
https://openalex.org/W4394966539,Vats versus open thoracotomy in patients with spontaneous pneumothorax: where do we stand?,2024-01-01,https://doi.org/10.26663/cts.2024.002
https://openalex.org/W4390588004,Pillar Pain After Minimally Invasive and Standard Open Carpal Tunnel Release: A Systematic Review and Meta-analysis,2024-01-01,https://doi.org/10.1016/j.jhsg.2023.12.003
https://openalex.org/W4378009470,1 HUMAN NATURE AND THE OPEN SOCIETY,2023-12-31,https://doi.org/10.1515/9789633865903-002
https://openalex.org/W4377995633,"5 OPEN SOCIETY AS AN ACHIEVEMENT: POPPER, GAUS, AND THE LIBERAL TRADITION",2023-12-31,https://doi.org/10.1515/9789633865903-006
https://openalex.org/W4390442968,The Open Logo and the Closed History Notes of a Social History of Visual Identities,2023-12-31,https://doi.org/10.1007/978-3-031-49811-4_61
https://openalex.org/W4317488146,Chapter 4 Understanding New Nuclear Threats: The Open-Source Intelligence Revolution?,2023-12-31,https://doi.org/10.1515/9781501767036-005
https://openalex.org/W4390448305,The Coastal Carbon Library and Atlas: Open source soil data and tools supporting blue carbon research and policy,2023-12-30,https://doi.org/10.1111/gcb.17098
https://openalex.org/W4391276057,Digital Technologies for Open and Collaborative Teaching. A Brief Framework,2023-12-30,https://doi.org/10.24193/subbpsyped.2023.2.08
https://openalex.org/W4390467366,Architecting an Open-Source IIoT Framework for Real-Time Control and Monitoring in the Bioleaching Industry,2023-12-29,https://doi.org/10.3390/app14010350
https://openalex.org/W4388465362,Retracted articles use less free and open-source software and cite it worse,2023-12-29,https://doi.org/10.1162/qss_a_00275
https://openalex.org/W4390344743,Open Science Practice in Western Balkan Countries,2023-12-28,https://doi.org/10.19090/pp.v16i4.2515
https://openalex.org/W4390348241,Challenges of Open Science: Problems of Metadata Research and Analysis of Scientometric Indicators of Scientists (Experience of the Scientific Library of Yaroslav Mudryi National Law University),2023-12-28,https://doi.org/10.15802/unilib/2023_293991
https://openalex.org/W4390260373,Expert Evidence and Digital Open Source Information,2023-12-27,https://doi.org/10.1093/jicj/mqad050
https://openalex.org/W4389391348,"CropLife Europe Crop Development Database: An open‐source, pan‐European, harmonized crop development database for use in regulatory pesticide exposure modeling and risk assessment",2023-12-26,https://doi.org/10.1002/ieam.4870
https://openalex.org/W4390394623,Motor function outcomes in children with open prenatal repair of Spina Bifida Aperta at 36-month follow-up: The Zurich cohort,2023-12-26,https://doi.org/10.3233/prm-220096
https://openalex.org/W4386845625,Understanding the Helpfulness of Stale Bot for Pull-Based Development: An Empirical Study of 20 Large Open-Source Projects,2023-12-23,https://doi.org/10.1145/3624739
https://openalex.org/W4390778842,Open Tourist Attraction in Ethnic Areas of Western China: Operation and Management,2023-12-21,https://doi.org/10.26855/jhass.2023.11.009
https://openalex.org/W4390051471,Factors Influencing the Perception of Academic Researchers on Ethics in Marketing Research and Its Impact on Open Science Acceptance,2023-12-21,https://doi.org/10.24818/18423264/57.4.23.04
https://openalex.org/W4390056855,Open‐source photovoltaic model pipeline validation against well‐characterized system data,2023-12-20,https://doi.org/10.1002/pip.3763
https://openalex.org/W4390003829,The Irruption of Real Violence: The Open Dramaturgy of Theatrical Mock Trials and Milo Rau’s The Moscow Trials,2023-12-20,https://doi.org/10.21825/documenta.90029
https://openalex.org/W4389883122,"A comprehensive, open-source data model for wastewater-based epidemiology",2023-12-18,https://doi.org/10.2166/wst.2023.409
https://openalex.org/W4389892463,The rise and fall of the EU-China Comprehensive Agreement on Investment: ‘open strategic autonomy’ in action,2023-12-18,https://doi.org/10.1080/14782804.2023.2293779
https://openalex.org/W4390038766,Towards an Open Source-first Praxis in Libraries,2023-12-18,https://doi.org/10.5860/ital.v42i4.16025
https://openalex.org/W4381856784,Tailored support for preparing employees with cancer to return to work: Recognition and gaining new insights in an open atmosphere,2023-12-15,https://doi.org/10.3233/wor-220566
https://openalex.org/W4389793553,Realizing in-house algorithm-driven free fibula flap set up within 24 hours: a pilot study evaluating accuracy with open-source tools,2023-12-15,https://doi.org/10.3389/fsurg.2023.1321217
https://openalex.org/W4388860380,Unlocking open science in Africa: Mentorship and grassroot community building,2023-12-15,https://doi.org/10.3233/isu-230210
https://openalex.org/W4390024038,"Placemaking within Urban Planning: Open Public Space between Regulations, Design and Digitalization",2023-12-15,https://doi.org/10.1163/9789004542389_008
https://openalex.org/W4389830778,"A full-STAC remedy for global digital health transformation: open standards, technologies, architectures, and content",2023-12-15,https://doi.org/10.1093/oodh/oqad018
https://openalex.org/W4389613671,A tiny library with a million volumes: Open-source resource sharing with fulfillment interlibrary loan (ILL),2023-12-15,https://doi.org/10.3233/isu-230222
https://openalex.org/W4389763256,Psychosocial Outcomes Among Users and Nonusers of Open-Source Automated Insulin Delivery Systems: Multinational Survey of Adults With Type 1 Diabetes,2023-12-14,https://doi.org/10.2196/44002
https://openalex.org/W4389681401,Current Perspectives on Data Sharing and Open Science in Pharmacogenomics,2023-12-13,https://doi.org/10.1002/cpt.3115
https://openalex.org/W4389606903,Programmatic access to open statistical data for population studies: The SDMX standard,2023-12-13,https://doi.org/10.4054/demres.2023.49.40
https://openalex.org/W4389613988,Open Science in KM3NeT,2023-12-12,https://doi.org/10.22323/1.441.0327
https://openalex.org/W4389625584,CENP-A and CENP-B collaborate to create an open centromeric chromatin state,2023-12-12,https://doi.org/10.1038/s41467-023-43739-5
https://openalex.org/W4389574928,Navigating Challenges in a Non-Open and Affirming Practicum Placement: A Case of a Queer-Identifying Student in Education,2023-12-11,https://doi.org/10.31045/jes.6.2.2
https://openalex.org/W4389517950,The Role of the University of Rijeka Library in the Promotion of Open Science,2023-12-10,https://doi.org/10.37083/bosn.2023.28.186
https://openalex.org/W4389504054,Camtrap DP: an open standard for the FAIR exchange and archiving of camera trap data,2023-12-09,https://doi.org/10.1002/rse2.374
https://openalex.org/W4388289893,The cultural-social nucleus of an open community: A multi-level community knowledge graph and NASA application,2023-12-01,https://doi.org/10.1016/j.acags.2023.100142
https://openalex.org/W4389226694,Data extraction and comparison for complex systematic reviews: a step-by-step guideline and an implementation example using open-source software,2023-12-01,https://doi.org/10.1186/s13643-023-02322-1
https://openalex.org/W4389209386,Semi-supervised generative open information extraction,2023-12-01,https://doi.org/10.32657/10356/171930
https://openalex.org/W4391303699,Source Code Features and their Dependencies: An Aggregative Statistical Analysis on Open-Source Java Software Systems,2023-12-01,https://doi.org/10.2478/acss-2023-0022
https://openalex.org/W4389167573,Open reproducible scientometric research with Alexandria3k,2023-11-30,https://doi.org/10.1371/journal.pone.0294946
https://openalex.org/W4389159064,“We Feel Like We’re Winging It:” A Study on Navigating Open-Source Dependency Abandonment,2023-11-30,https://doi.org/10.1145/3611643.3616293
https://openalex.org/W4389195654,Some Thoughts about Open Science: A Few Challenges and a Great Opportunity for Science,2023-11-30,https://doi.org/10.31009/hipertext.net.2023.i27.11
https://openalex.org/W4389208993,Towards Automated Detection of Unethical Behavior in Open-Source Software Projects,2023-11-30,https://doi.org/10.1145/3611643.3616314
https://openalex.org/W4389244793,Risk of bias and open science practices in systematic reviews of educational effectiveness: A meta‐review,2023-11-30,https://doi.org/10.1002/rev3.3443
https://openalex.org/W4390238972,An Effective Open ERP System for Automation in Financial Reporting for SMEs based on Service Oriented Architecture,2023-11-30,https://doi.org/10.30630/joiv.7.3-2.2367
https://openalex.org/W4389144360,"Implementation of EU Trade Agreements Under an Assertive, Open, and Sustainable Trade Policy",2023-11-29,https://doi.org/10.17645/pag.v11i4.7224
https://openalex.org/W4389143548,Focused Issue on Digital Library Challenges to Support the Open Science Process,2023-11-29,https://doi.org/10.1007/s00799-023-00388-9
https://openalex.org/W4395018630,"TRENDS IN OPEN SCIENCE: A BIBLIOMETRIC ANALYSIS OF RESEARCH TOPICS, CITATIONS, JOURNALS, AND PRODUCTIVE ENTITIES",2023-11-29,https://doi.org/10.31436/jisdt.v5i2.422
https://openalex.org/W4389086894,The role of ChatGPT in sports trauma: a mini review on strengths and limits of open AI application,2023-11-28,https://doi.org/10.1007/s44163-023-00093-1
https://openalex.org/W4388862156,"An open-source, automated, and cost-effective platform for COVID-19 diagnosis and rapid portable genomic surveillance using nanopore sequencing",2023-11-21,https://doi.org/10.1038/s41598-023-47190-w
https://openalex.org/W4388827894,Naked Clams to open a new sector in sustainable nutritious food production,2023-11-20,https://doi.org/10.1038/s44264-023-00004-y
https://openalex.org/W4388869635,"Open‐source magnetic resonance imaging: Improving access, science, and education through global collaboration",2023-11-20,https://doi.org/10.1002/nbm.5052
https://openalex.org/W4388832779,An Open-Source Graphical User Interface-Embedded Automated Electrocardiogram Quality Assessment: A Balanced Class Representation Approach,2023-11-20,https://doi.org/10.3390/diagnostics13223479
https://openalex.org/W4388768622,Evading open science: The black box of student data collection,2023-11-17,https://doi.org/10.32872/spb.9411
https://openalex.org/W4388768445,Hits and misses in the last decade of open science: Researchers from different subfields and career stages offer personal reflections and suggestions,2023-11-17,https://doi.org/10.32872/spb.9681
https://openalex.org/W4388706762,"Open-Source, Step-Counting Algorithm for Smartphone Data Collected in Clinical and Nonclinical Settings: Algorithm Development and Validation Study",2023-11-15,https://doi.org/10.2196/47646
https://openalex.org/W4388684298,The ESCAPE Open-source Software and Service Repository,2023-11-14,https://doi.org/10.12688/openreseurope.15692.2
https://openalex.org/W4388303450,"A novel model for multi-risk ranking of buildings at city level based on open data: the test site of Rome, Italy",2023-11-03,https://doi.org/10.1080/19475705.2023.2275541
