id,doi,date,title,keywords
10.5281/zenodo.3935820,10.5281/zenodo.3935820,2020-07-08,ORBIS (Open Research Biopharmaceutical Internships Support) – building bridges between academia and pharmaceutical industry to improve drug development,
10.5281/zenodo.5044769,10.5281/zenodo.5044769,2021-06-30,LIBER 2021 Session #6: The Future is Open: Democratisation of Knowledge,
10.5281/zenodo.4657028,10.5281/zenodo.4657028,2021-04-01,Open Research Calendar,
10.5281/zenodo.6390357,10.5281/zenodo.6390357,2022-03-28,Open Energy Metadata: Publishing Energy Data Enriched with Ontology References,
10.18352/lq.10298,10.18352/lq.10298,2019-10-31,'Is the library open?': Correlating unaffiliated access to academic libraries with open access support,open knowledge; library access; open access; academic libraries
10.5281/zenodo.4740163,10.5281/zenodo.4740163,2021-06-10,The Open Science Guide of Guides,open science; Guide; Handbook; Knowledge Justice; Social Justice; Equity; Open Access; Open Access Publishing; Open Licence; Scholarly Publishing; Data Science; Best practices; Reproducible research; Citizen Science
10.5281/zenodo.7335330,10.5281/zenodo.7335330,2021-06-01,TAC. Open Syllabus and Open Tools to Train Young Data Makers,Primary school; Design product; Environmental data; Young makers; DIY; Arduino; Open data
10.5281/zenodo.3258190,10.5281/zenodo.3258190,2019-06-27,Making Open Science transparent: the Bibliolabs project,
10.5281/zenodo.5118641,10.5281/zenodo.5118641,2021-07-21,A workshop on priorities and international alignment for the European Open Science Cloud,
10.5281/zenodo.10353072,10.5281/zenodo.10353072,2023-12-11,Initial set of modular NFDI4Earth-ready course materials published under an open license (NFDI4Earth Milestone MS1.3.3),NFDI; NFDI4Earth; NFDI4Earth Milestone; NFDI4Earth Task Area 1; NFDI4Earth 2Participate; Open edX; OER; EduTrain
10.5281/zenodo.5571150,10.5281/zenodo.5571150,2021-10-14,Open science - data oriented - training workshop for Marine biologists in Madagascar,"open data, Research Data Alliance, conference, Marine ecology, Madagascar"
10.5281/zenodo.7463911,10.5281/zenodo.7463911,2022-12-20,CoActD2.4: Open Citizen Social Science Toolkit,Citizen Social Science; Toolkit; Open Science
10.5281/zenodo.3738418,10.5281/zenodo.3738418,2020-04-02,The Open Education policy registry: An open benchlearning tool,Open Policies; Open Educational Resources; Open Education; Open Education Policies; Open Education Practices
10.5281/zenodo.5839991,10.5281/zenodo.5839991,2022-01-12,"Module 1. Introduction to RDM, FAIR and Open Science",FAIR; FAIR data; open data; research data management; researchers; data stewards; data stewardship; open science; training
10.5281/zenodo.7255001,10.5281/zenodo.7255001,2022-10-26,Community Resource for Innovation in Polymer Technology - Mission: Open-Source Polymer Data Ecosystem,"Webinar, FAIR, Cheminformatics, Chemical Data"
10.5281/zenodo.4281363,10.5281/zenodo.4281363,2020-11-19,Open Education Policies: Guidelines for co-creation,Open Education; Public Policy; Policy co-creation
10.5281/zenodo.4016412,10.5281/zenodo.4016412,2020-09-11,Citizen science and open science - Taiwan's public health experience,citizen science; open science; civic engagement; open governance; citizenship; Taiwan; COVID-19; public health; pandemic
10.5281/zenodo.2545597,10.5281/zenodo.2545597,2019-01-21,Edition Open Access: XML Workflow,"hybrid publishing, ,; book production workflow; document model; text enrichment"
10.5281/zenodo.10123840,10.5281/zenodo.10123840,2022-10-25,D8.3 Report on strategy for shelf-open ocean boundaries monitoring in collaboration with other ERICs and research communities,
10.5281/zenodo.3503385,10.5281/zenodo.3503385,2019-10-18,Promote Open Science within the DRIIHM Interdisciplinary Research Facility on Human- Environment Interactions: Co-design of an e-infrastructure implementing the FAIR Principles,open science; e-infrastructure; co-design; awareness; FAIR data
10.5281/zenodo.8176762,10.5281/zenodo.8176762,2023-07-24,A New Odyssey: Pioneering the Future of Scientific Progress Through Open Collaboration,Open Science; FAIR principles; FAIR; EDIAJ; EDI
10.5281/zenodo.8322642,10.5281/zenodo.8322642,2023-09-06,TAPIS ADVANCED COLLABORATIVE OPEN SOURCE (TACOS) INITIATIVE 2023 Evaluation Report,"Open Source Software, Tapis"
10.5281/zenodo.3736415,10.5281/zenodo.3736415,2020-04-01,The Challenge of the Digital Revolution for sub-Saharan Africa: Seizing the Opportunity through Open Science - Report and Policy Brief,Open Science; Africa; Science Granting Councils Initiative; African Open Science Platform
10.5281/zenodo.7234121,10.5281/zenodo.7234121,2022-10-21,How to create synthetic data: a tool for open science,synthetic data; workshop; privacy
10.5281/zenodo.5608412,10.5281/zenodo.5608412,2021-08-19,D4.8 Report on possibilities for incorporating open source CAT tool functionality into the TMT,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; CAT; TMT; TM solution; Translation Memory solution; Translation Management Tool
10.5281/zenodo.7226788,10.5281/zenodo.7226788,2022-10-07,Analyzing Different Software Project Management Tools and Proposing A New Project Management Tool Using Process Re-engineering On Open-source and SAAS Platforms for A Developing Country Like Bangladesh,Project Management Tool; Process Reengineering; Open-source; Software as a Service
10.5281/zenodo.5037898,10.5281/zenodo.5037898,2021-06-28,CSCCE Community Profile: Open WIN,CSCCE Community Profile; CSCCE; Describing STEM communities; Open WIN
10.5281/zenodo.6620914,10.5281/zenodo.6620914,2022-06-07,Executive Summary: From intent to impact: Investigating the effects of open sharing commitments,COVID-19; Evaluation; Open Access; OA; Open Data; Open Science; Open Sharing; Preprints
10.1088/2516-1083/ac86b5,10.1088/2516-1083/ac86b5,2022-08-17,Improving future travel demand projections: a pathway with an open science interdisciplinary approach,travel demand; mobility; long-term projections; travel demand forecasting
10.5281/zenodo.3490746,10.5281/zenodo.3490746,2019-10-15,How can we sustain open access publishing in a cooperative way?,sustainability; business models; cooperation
10.5281/zenodo.7307318,10.5281/zenodo.7307318,2022-11-09,Using Agile Methods to Navigate Complex Publisher Open Access Workflows: The Case of the Qatar National Library Open Access Fund,Open Science; Open access; Publishing workflows
10.5281/zenodo.5730580,10.5281/zenodo.5730580,2021-11-26,Deliverable 4.2 Open Educational Resources on Responsible Research and Innovation,"open science, RRI, training"
10.5281/zenodo.3935461,10.5281/zenodo.3935461,2020-07-08,Open Science for a Global Transformation: CODATA coordinated submission to the UNESCO Open Science Consultation,Open Science; FAIR Data; UNESCO Open Science Consultation; UNESCO Open Science Recommendation; UNESCO; CODATA; World Data System; GO FAIR; ICSTI; Data Together; Data Policy; Open Access; Open Data; Data Standards; Semantics; Interoperability; Data Ethics; Data Equity; FAIR Principles; TRUST Principles; CARE Principles
10.5281/zenodo.3375672,10.5281/zenodo.3375672,2019-08-23,Think Like A Scholar: How to find free and Open Access scholarly resources,Scholarly publishing
10.5281/zenodo.5843442,10.5281/zenodo.5843442,2021-12-10,ENVRI-FAIR Project brief on implementation of Open Science and EOSC targets,ENVRI; ENVRI-FAIR; project brief; Open Science; EOSC; FAIR principles; interoperability; cross-cluster collaboration; infrastructure
10.5281/zenodo.4616957,10.5281/zenodo.4616957,2020-12-03,Feasibility study Open Knowledge Base,open knowledge base; open science; research information systems; open metadata; cris
10.5281/zenodo.8138126,10.5281/zenodo.8138126,2023-07-12,Research Software Preservation: Libraries' role and contribution to a key pillar of Open Science,Parallel Session 3 – Find and Seek: building and preserving collections; open science; Software Heritage; data management
10.5281/zenodo.7704572,10.5281/zenodo.7704572,2023-03-07,"TRIPLE Conference ""Improving Discovery and Collaboration in Open Science"" (1-3 February 2023)",Open Science; TRIPLE; OPERAS; Open Data; Collaboration; Discovery
10.5281/zenodo.3874616,10.5281/zenodo.3874616,2020-06-03,"Wikidata as an open, collaborative bibliographic database: the case of the National Library of Sweden",wikidata; open knowledge
10.5281/zenodo.3556678,10.5281/zenodo.3556678,2019-10-03,CEUR-WS.org: Open-Access as a Community Effort,open access; computer science; open data; scientific publishing
10.5281/zenodo.8370185,10.5281/zenodo.8370185,2023-09-14,Diamond Open Access Landscape in Croatia: Preliminary DIAMAS Survey Results,DIAMAS; Croatia; open access; institutional publishing
10.5281/zenodo.8388247,10.5281/zenodo.8388247,2023-09-29,NSF POSE: Phase II: Building open source ecosystems in molecular sciences through collaboration and technology,open source software; molecular sciences; molecular modeling; open science; collaboration
10.5281/zenodo.5142808,10.5281/zenodo.5142808,2021-06-07,Brokerage Event Towards a FAIR Compliant Commons in the ASREN Region (Open Repositories 2021 Workshop) - Agenda with links to slides,OR2021; FAIR compliance; Arab States Research and Education Network (ASREN)
10.5281/zenodo.7780522,10.5281/zenodo.7780522,2023-03-29,A framework to share healthcare simulations on the web using free and open source tools and python - Conference Presentation Slides,Discrete-event simulation; python; open science; streamlit; binder
10.5281/zenodo.3599137,10.5281/zenodo.3599137,2019-11-04,Pre-Commercial Procurement: R&D as a Service for the European Open Science Cloud,
10.5281/zenodo.4451856,10.5281/zenodo.4451856,2020-07-20,Communicating Science: Reform Model of the Gates Open Research Platform,science communication; barriers to scientific communication; scientific ecosystem; open science; open refereeing process; open access publishing model; transparent publishing; author-led publication; research-centred platform; Bill and Melinda Gates Foundation; F1000Research; Plan S
10.5281/zenodo.3813703,10.5281/zenodo.3813703,2020-05-07,Three Pillars of the Social Sciences & Humanities Open Marketplace,SSHOC; SSH Open Marketplace; Social Sciences; Humanities; SSHOpenCloud; SSH; SSH Resources; SSH Tools; Research; Open Science; EOSC; Curation; Data Curation; Metadata; Interoperability; DARIAH-EU
10.5281/zenodo.7044841,10.5281/zenodo.7044841,2022-08-15,Stories of Open Science: Fostering the next generation and adapting to local realities - Dr. Reina Camacho Toro,
10.5281/zenodo.4279255,10.5281/zenodo.4279255,2020-11-18,"How ""open"" are universities? An Australian case study",
10.5281/zenodo.3856121,10.5281/zenodo.3856121,2020-05-26,CORBEL Report on impact of integrated access standards tested for open user access,Life science research infrastructures; Cross-RI service pipelines; Cross-RI user access
10.5281/zenodo.4309450,10.5281/zenodo.4309450,2020-12-03,Galaxy: an open infrastructure for biological data analysis,biological data; data analysis; COVID-19; service
10.5281/zenodo.3633059,10.5281/zenodo.3633059,2020-01-31,Social Sciences and Humanities Community Building: Training - Open Science FAIR,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Interoperability; metadata interoperability; data interoperability; FAIR principles; metadata standards
10.5281/zenodo.5498110,10.5281/zenodo.5498110,2021-09-09,"Diversity, inclusion and collaboration: A critical open knowledge perspective",
10.5281/zenodo.8411615,10.5281/zenodo.8411615,2023-10-09,Open mission implementation for the HelioSwarm mission,Open Science; Software; HelioSwarm; Turbulence; Solar Wind
10.3897/biss.3.38059,10.3897/biss.3.38059,2019-07-10,DINA: Open Source and Open Services - A modern approach for natural history collection management systems and research,natural history collection management; information system; open source; software development
10.5281/zenodo.6858743,10.5281/zenodo.6858743,2022-07-18,Libkrylov: A Modular Open-Source Software Library for Extremely Large On-The-Fly Matrix Computations,Linear Algebra; Iterative Computation; Molecular Properties
10.5281/zenodo.8364920,10.5281/zenodo.8364920,2023-09-20,Open Grant Reviewers Reviewer Guide,grant review
10.5281/zenodo.8398194,10.5281/zenodo.8398194,2023-10-02,The Open Library of Humanities (OLH) a Consortial Funding Model for Diamond Open Access,
10.5281/zenodo.8385134,10.5281/zenodo.8385134,2023-09-28,"Education and generative artificial intelligence. Open challenges, opportunities, and risks in higher education",Education; Artificial Intelligence; Generative Artificial Intelligence; Higher Education
10.5281/zenodo.3553857,10.5281/zenodo.3553857,2019-11-26,What role can Open Science play in enabling South-North dialogues?,Open Access; Africa; Global South; preprints
10.5281/zenodo.2599569,10.5281/zenodo.2599569,2019-03-20,What role can Open Science play  in enabling South-North dialogues?,preprints; preprint repository; Africa; Open Science; Languages
10.21303/2613-5647.2020.001294,10.21303/2613-5647.2020.001294,2020-04-30,UNIVERSITY – INDUSTRY INTERACTION ON KNOWLEDGE MANAGEMENT THROUGH OPEN INNOVATION SYSTEMS,knowledge management; open innovation; university – industry collaboration
10.5281/zenodo.3856040,10.5281/zenodo.3856040,2020-05-26,CORBEL Framework in place for launching transnational open user access via the common LS (formerly BMS) cluster web portal and RI specific user community communication channels,Life science research infrastructures; Transnational cross-RI access; Service pipelines across RIs
10.15802/unilib/2021_249625,10.15802/unilib/2021_249625,2021-12-28,OPEN EDUCATIONAL RESOURCES IN THE CONTEXT OF OPEN ACCESS,open educational resources; OER; open access; libraries of higher education institutions; university libraries
10.5281/zenodo.3384956,10.5281/zenodo.3384956,2019-07-08,Three Challenges in Developing Open Multilingual DH Educational Resources: The Case of The Programming Historian,digital history; digital humanities; digital pedagogy; open access; inclusivity; multilingual educational resources
10.5281/zenodo.7308884,10.5281/zenodo.7308884,2022-11-09,Towards Openness Beyond Open Access: User Journeys through 3 Open AI Collaboratives,
10.5281/zenodo.4387030,10.5281/zenodo.4387030,2020-12-22,Open Science Policy Brief for Penilaian Angka Kredit: Transparency and Credibility for World-Class Academics,open science; transparency; credibility
10.5281/zenodo.8402662,10.5281/zenodo.8402662,2023-10-03,Publishing diamond open access overlay journals with the OpenAIRE services,"Diamond OA, Scholarly publishing, Open Access, Open Science"
10.5281/zenodo.5415527,10.5281/zenodo.5415527,2021-09-02,Open Hardware: A key for accelerating science and technology towards the U.N. Sustainable Development Goals (SDGs),open hardware; international policy; science and technology; SDGs
10.5281/zenodo.5494587,10.5281/zenodo.5494587,2021-03-22,Eurodoc input on UNESCO Recommendation on Open Science,Eurodoc; Early Career Researchers; ECRs; Doctoral Researchers; Junior Researchers; Open Science; UNESCO; Young researchers; PhD; Open Science Ambassadors
10.5281/zenodo.8410630,10.5281/zenodo.8410630,2023-10-09,"Open Source Process and Experience at NASA, the CCMC Story",Open Source; Open Science; CCMC; NASA
10.5281/zenodo.7224682,10.5281/zenodo.7224682,2022-06-02,Monitoring challenge-oriented smart specialisation.  Opportunities and limitations of open data and semantic techniques. The case of Catalonia.,Open data; Science and technology policy; Natural language processing; Data visualisation; Smart specialisation strategies
10.5281/zenodo.8364899,10.5281/zenodo.8364899,2023-09-20,Open Grant Reviewers Bias Reflection Guide,
10.3897/VCS/2020/53445,10.3897/VCS/2020/53445,2020-05-04,Vegetation classification goes open access,article processing charge (APC) double-blind learned society open access open data peer review phytosociological nomenclature science funder serial crisis vegetation classification vegetation-plot database
10.5281/zenodo.4581806,10.5281/zenodo.4581806,2020-07-31,MS17 Open source CAT TM software selected,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Sharing Datasets; metadata interoperability; open source; Computer Assisted Translation; Translation Memory functionalities
10.5281/zenodo.3758663,10.5281/zenodo.3758663,2020-04-20,Where the researcher cannot get: open platforms to collaborate with citizens on cultural heritage research data,Digital Humanities; Web Information Systems; Science with and for Society; co-creation; collaborative platforms
10.5281/zenodo.6818082,10.5281/zenodo.6818082,2022-07-07,"Supporting Diamond Open Access: Research libraries as funders, intermediaries and publishers",Panel discussion
10.5281/zenodo.5572413,10.5281/zenodo.5572413,2021-10-19,Promoting and Nurturing Interactions with Open Access Books: Strategies for Publishers and Authors,Experimental Publishing; open access; books; monographs; remix; reuse; annotation; versioning; humanities; publishers; authors
10.5281/zenodo.5082646,10.5281/zenodo.5082646,2021-07-08,SensApp: a FET-Open project for developing a supersensor able to detect Alzheimer's disease biomarkers in blood,Alzheimer disease; biosensors; SensApp project; Droplet-Spilt-and-Stack.
10.5281/zenodo.6656001,10.5281/zenodo.6656001,2022-04-29,The School Guide to Family-Based Open Science Schooling,Innovative science education; open schooling; home-school collaboration; open science schooling; families in science learning
10.5281/zenodo.4922730,10.5281/zenodo.4922730,2021-03-18,D4.7 Code for data exchange between TMT and open-source CAT software,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC; Interoperability
10.5281/zenodo.10103019,10.5281/zenodo.10103019,2023-11-10,Data in Emergencies - El Niño Open Science Initiative (DIEM-eNOSI),open science; data; emergency; food security; agriculture
10.5281/zenodo.5541499,10.5281/zenodo.5541499,2021-09-30,"Landscapes, maps and territories of open education policy  … where do we go from here?",
10.5281/zenodo.5887361,10.5281/zenodo.5887361,2021-05-03,Social Sciences & Humanities Open Marketplace: A user-centric service for collaboration and knowledge sharing across the SSH communities,SSHOC; Social Sciences and Humanities Open Cloud; European Open Science Cloud; EOSC
10.5281/zenodo.5484052,10.5281/zenodo.5484052,2021-09-20,Open Reviewers Bias Reflection Guide,Peer review; Preprint; Bias
10.1117/1.JATIS.8.1.011004,10.1117/1.JATIS.8.1.011004,2021-11-12,Toward a Spanish SKA Regional Centre fully engaged with open science,
10.5281/zenodo.10046676,10.5281/zenodo.10046676,2023-10-27,"Open Proposal ASSET: Generic CLUSTERING Mechanism, Task, Budget & Impact",
10.3897/rio.7.e66490,10.3897/rio.7.e66490,2021-03-25,FAIR and open multilingual clinical trials in Wikidata and Wikipedia,medical information; clinical trials; Wikipedia; Wikidata; translation; India; East Africa; Hindi; Bangla; Bengali; Swahili
10.17613/8rty-5628,10.17613/8rty-5628,2019-05-06,Exploring Open Access Ebook Usage,Open-access publishing; Scholarly commons; Scholarly communication; Scholarly cyberinfrastructure; Scholarly publishing
10.5281/zenodo.3540835,10.5281/zenodo.3540835,2019-11-13,Open Science Online Training package for African scientists,Research in Africa; preprint; OER; Language Diversity
10.3897/biss.5.75783,10.3897/biss.5.75783,2021-09-27,Open Forest Data: Digitalizing and building an online repository,digital repository; biodiversity; Darwin Core; Darwin Core Archive; open software
10.5281/zenodo.3341400,10.5281/zenodo.3341400,2019-07-18,Joint workshops to (re)formulate open research questions of joint interest: The Blue‐Action‐ASOF workshop and the 2nd EU Climate Modelling workshop (D6.2),
10.5281/zenodo.5764585,10.5281/zenodo.5764585,2021-11-13,How COVID-19 has an impact on formal education: A collective international evaluation of open education in distance learning,School education; Higher Education; Lifelong learning; Formal education; Distance learning; Education at distance; Open Education; Impact; Global citizenship; COVID-19
10.5281/zenodo.4045644,10.5281/zenodo.4045644,2020-06-10,What is it like to be a Giant anteater? Cytoarchitectonic analysis of open data with MicroDraw.,"neuroanatomy, histology, open science, data visualization"
10.5281/zenodo.4643819,10.5281/zenodo.4643819,2021-03-29,Educating data literacy – a holistic concept. A best practice example for open science education.,
10.5281/zenodo.6812276,10.5281/zenodo.6812276,2022-07-08,Community-building in action: The Open Access Books Network,Session 10: Ongoing Open Access: challenges and solutions
10.5281/zenodo.3451506,10.5281/zenodo.3451506,2019-10-27,Mutual care taking: collectively creating our respiratory wellbeing with open sciences,respiratory health; lung health; chronic respiratory diseases; open science; open access commons; games for health; open science hardware; free software; open collaboration; peer production; open education; treatment adherence; participatory research; community-based; spirometry; flowmeter; LMIC; Beijing Call to Action for lung health promotion
10.3897/rio.7.e66264,10.3897/rio.7.e66264,2021-04-14,OPTIMETA – Strengthening the Open Access publishing system through open citations and spatiotemporal metadata,open access publishing; open research information; geospatial metadata; open citations
10.5281/zenodo.8077739,10.5281/zenodo.8077739,2023-06-13,"Supporting equity, economies of scale, and interoperability by applying the International Data Space model to open science usage and impact reporting",OR2023; Open Access; Impact Reporting; Usage Data; International Data Spaces
10.3897/biss.3.37715,10.3897/biss.3.37715,2019-07-02,Biodiversidata: A Collaborative Initiative Towards Open Data Availability in Uruguay,biodiversity; Uruguay; collaborative strategies; open data
10.5281/zenodo.7315389,10.5281/zenodo.7315389,2021-09-23,Building capacity for Open Science through institutional repository training,repositories; skills; training; open science
10.5281/zenodo.7325489,10.5281/zenodo.7325489,2022-11-16,Global Research Publications on Open Data: A Scientometric Analysis,Open Data; Scientometric Analysis; Research Data; Publication Trends; Research Patterns
10.5281/zenodo.7791715,10.5281/zenodo.7791715,2023-04-01,ArchGym: An Open-Source Gymnasium for Machine Learning Assisted Architecture Design,
10.3897/pls2020571/09,10.3897/pls2020571/09,2020-07-03,Does an open access journal about vegetation still make sense in 2020?,open science phytosociology plant diversity plant science
10.5281/zenodo.6102497,10.5281/zenodo.6102497,2022-06-08,Open reliability information database,Reliability Data Base; Maintenance; Failure Statistics; Deliverable; European Union (EU); H2020; Project; HYPERRIDE; GA 957788
10.1186/s12961-020-00547-3,10.1186/s12961-020-00547-3,2020-04-03,From insight network to open policy practice: practical experiences,Environmental health; Decision support; Open assessment; Open policy practice; Shared understanding; Policy-making; Collaboration; Evaluation; Knowledge crystal; Impact assessment
10.5281/zenodo.8390179,10.5281/zenodo.8390179,2023-09-29,Incorporating open science into ANR projects: a practical guide,open science; funded projects; ANR
10.5281/zenodo.10052642,10.5281/zenodo.10052642,2023-09-04,Advances in open-source software for 3D electromagnetics using SimPEG,Numerical simulations; inversion; computational methods; software.
10.5281/zenodo.6385132,10.5281/zenodo.6385132,2022-03-25,"What do we mean by ""data"" in the arts and humanities? Final Dissertation in Open Science",open science; FAIR data; humanities; concept of data; survey
10.5281/zenodo.3714538,10.5281/zenodo.3714538,2019-05-28,Towards a fair approach to scholarly publishing: The KU Leuven Fund for Fair Open Access,open access; non-profit open access; fair open access; open science; scholarly communication
10.5281/zenodo.5570225,10.5281/zenodo.5570225,2021-10-14,Open OnDemand App Development and Integration,App Development; Open OnDemand; HPC
10.5281/zenodo.6504754,10.5281/zenodo.6504754,2022-04-28,Open Access Monographs for Teaching and Research: A Sustainable Model Beyond Book Processing Charges,Open Access; Monographs; Open Book Collective; Community-led Open Publishing Infrastructures for Monographs (COPIM)
10.5281/zenodo.7514874,10.5281/zenodo.7514874,2023-01-09,Artificial intelligence applications in open and distance education: a systematic review of the articles (2007-2021),"artificial intelligence, distance education, intelligent agents, systematic review, Covid 19"
10.5281/zenodo.8107844,10.5281/zenodo.8107844,2023-06-30,Fostering collaboration for open access publishing models: a study of the Polish ecosystem in the area of open access monographs in the humanities,Paper; Long Presentation; open access publishing; open scholarly communication; design thinking; digital publishing projects; systems; and methods; digital research infrastructures development and analysis; open access methods; user experience design and analysis; Communication studies; Design studies; Sociology; Central/Eastern European Studies
10.5281/zenodo.7435002,10.5281/zenodo.7435002,2022-12-13,AGU abstract -- GH15A-06 - Assessing NASA's Open Source Science Outlook for Environmental Justice and Resilience of the Louisiana Gulf Coast (OSO-LoGiC),Open Source Science; Environmental Justice; Louisiana; NASA EpsCor
10.5281/zenodo.7527787,10.5281/zenodo.7527787,2023-01-12,Evaluation of the Open Data Implementation of the City Government of Depok,
10.5281/zenodo.3973724,10.5281/zenodo.3973724,2020-08-05,African Makers Against COVID-19: Exploring Open Source Responses to a Global Crisis,"COVID-19, Open Knowledge, DIY/DIT, Rapid Prototyping, Project Sustainability, Collaboration, Public Health"
10.3897/biss.6.93628,10.3897/biss.6.93628,2022-08-23,Taiwan Biodiversity Information Facility (TaiBIF)'s Role in Facilitating Open Biodiversity Data in Taiwan,data hosting centre; data infrastructure; data integration; node activity
10.5281/zenodo.7705175,10.5281/zenodo.7705175,2023-02-02,Workshop: Connecting Within-discipline Infrastructures in Support of Cross-disciplinary Collaborations to Tackle Global Challenges for Open Science Collaborations & Multlilingualism,
10.3897/rio.6.e60477,10.3897/rio.6.e60477,2020-11-10,A New Research Economy: Socio-technical framework to open up lines of credit in the academic community,attribution; collaboration; credit; evaluation; metadata; metrics; persistent identifier; research lifecycle; research policy; rigor and reproducibility; scholarly communication
10.5281/zenodo.7961527,10.5281/zenodo.7961527,2023-09-20,Community-Led Open Publication Infrastructures for Monographs: Final Report,Humanities; Social Sciences; publishing; monographs; books; open infrastructures; open source; not-for-profit; Thoth Open Metadata; Thoth Archiving Network; Open Book Collective; Opening The Future; Experimental Publishing Compendium; business models; dissemination; metadata; discoverability
10.5281/zenodo.7341228,10.5281/zenodo.7341228,2022-10-13,Increased Citations through Open Access Publishing or International Collaboration: A Study of Engineering Publications,Citation Analysis; Scientific Impact; Open Access Publishing; International Collaboration; Engineering Publications
10.5281/zenodo.7777471,10.5281/zenodo.7777471,2023-04-18,D2.3. Deployment of intermediate version of hybrid open cloud and processing middleware,
10.5281/zenodo.7708552,10.5281/zenodo.7708552,2023-03-07,"The need for open, transdisciplinary, and ethical science in seismology",Open science; Transdisciplinarity; Ethics; Dynamic seismic risk; Opinion; Seismology
10.5281/zenodo.5786272,10.5281/zenodo.5786272,2021-09-16,Beyond Open Access mandates: institutional repositories as building blocks in open scholarly communication,repositories; Open Science policies; Serbia; Open Access mandate; visibility; content diversity; research data; repository aggregators
10.3897/biss.7.110459,10.3897/biss.7.110459,2023-08-07,"E-taxonomy, Open Science, and FAIR Principles: A comparison of how taxon descriptions are computerized",identification key; SDD structured descriptive data
10.5281/zenodo.5824781,10.5281/zenodo.5824781,2022-01-06,Designers Initiating Open Innovation With Multistakeholder Through Co-reflection Sessions,co-reflection; open innovation; multi-stakeholder
10.5281/zenodo.7338941,10.5281/zenodo.7338941,2020-09-24,Report on the Transnational Conference Open Data and Open Maps for Heritage Protection,Cultural heritage protection; Natural hazards; Open data; Open maps; GIS
10.5281/zenodo.4756894,10.5281/zenodo.4756894,2021-05-04,The Promise of Collaboration: Collective Funding Models and the Integration of Open Access Books into Libraries,Community-led Open Publishing Infrastructures for Monographs (COPIM); OA books; open access; business model; obstacles; libraries; discoverability; consortia; consortial funding; crowdfunding
10.5281/zenodo.7534278,10.5281/zenodo.7534278,2022-10-04,Open Peer Reviewers in Africa Workshop Trainer Guide,training; mentorship; peer review; education; open science; scholarship; Open-Peer-Reviewers-in-Africa-English
10.3897/biss.3.39054,10.3897/biss.3.39054,2019-08-20,DaRWIN: An open source natural history collections data management system,data management; natural history collections; standardization; webservices; data quality and cleaning
10.5281/zenodo.7248259,10.5281/zenodo.7248259,2022-10-27,Taxonomic Treatments as Open  FAIR Digital Objects,biodiversity; FAIR; taxonomic treatment
10.3897/biss.3.37204,10.3897/biss.3.37204,2019-06-19,"Towards Linked Open Molecular Data: Recommendations for researchers, collections, infrastructures and publishers",GGBN; Linked Open Data; INSDC; GBIF
10.5281/zenodo.6436244,10.5281/zenodo.6436244,2022-04-10,Observing and Promoting Innovation in the Music Ecosystem and Future Trends in Music with Open Data and Open Collaboration,Digital Music Observatory; Trustworthy AI; Blockchain in music; Music tech
10.5281/zenodo.10045773,10.5281/zenodo.10045773,2023-10-27,Bank Customers And The Use of Open Banking: Have We Introduced It Yet?,
10.5281/zenodo.4331683,10.5281/zenodo.4331683,2020-12-17,A DATA EXTRACTION ALGORITHM FROM OPEN SOURCE SOFTWARE PROJECT REPOSITORIES FOR BUILDING DURATION ESTIMATION MODELS: CASE STUDY OF GITHUB,
10.5281/zenodo.8193032,10.5281/zenodo.8193032,2023-07-28,Open Access Coding/Images for Automated detection of in-pipe defects in CCTV sewer surveys,Co-UDlabs; Joint Research Activities; Assets deterioration
10.3897/biss.3.36389,10.3897/biss.3.36389,2019-06-18,Introducing Nature 4.0: A sensor network for environmental monitoring in the Marburg Open Forest,sensor networks; environmental monitoring; remote sensing; data integration; conservation biology
10.5281/zenodo.2842593,10.5281/zenodo.2842593,2019-05-15,"Insights into the Economy of Open Scholarship: A look into Zenodo with Tim Smith, head of collaboration, devices and applications, CERN/IT","open scholarship, open science, economic, open, interview, Knowledge Exchange, KE"
10.5281/zenodo.3965101,10.5281/zenodo.3965101,2020-07-28,Improving Collaboration among Civil Society Organizations : Assessing the Risks of Cross-border Open Data Sharing in the Lower Mekong Region,open data; data sharing; risk assessment; civil society organizations; lower Mekong region
10.5281/zenodo.10299130,10.5281/zenodo.10299130,2023-12-08,"Inclusive Growth, A Gateway of Sustainable Development of Higher Education Through Open and Distance Learning in India","Inclusive growth, Inclusive education, Open and distance learning, ICT tools, E-learning, Higher education, NETF, NEP, Sustainable impact, Gross Enrollment Ratio"
10.5281/zenodo.7975557,10.5281/zenodo.7975557,2023-05-26,RDM goes OER: Community-Sourcing a Canadian Open Educational Resource on Research Data Management,"OER, RDM, Academia, Data Literacy, Funding Agencies, Teaching"
10.5281/zenodo.8069910,10.5281/zenodo.8069910,2023-02-08,OPEN GOVERNMENT DATA (OGD) IN EUROPEAN EDUCATIONAL PROGRAMS CURRICULUM: CURRENT STATE AND PROSPECTS,Open Government Data; Universities; Curriculum; Educational Program
